City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,misratah,32.3754,15.0925,24.89,73,0,3.2,LY,1719631166
279,soanierana ivongo,-16.9167,49.5833,21.01,86,75,3.05,MG,1719631168
280,anloga,5.7947,0.8973,25.47,87,97,5.4,GH,1719631169
281,tucuma,-0.1833,-50.05,24.46,90,16,1.14,BR,1719631172
282,kingston,17.997,-76.7936,28.53,79,100,2.06,JM,1719630917
283,grand-bassam,5.2118,-3.7388,25.98,91,72,3.49,CI,1719631174
284,fort st. john,56.2499,-120.8529,20.94,40,40,3.6,CA,1719631176
285,ozu,33.5,132.55,28.43,92,100,2.37,JP,1719631177
286,tsiombe,-25.3,45.4833,15.17,79,0,2.65,MG,1719631178
287,port moresby,-9.4431,147.1797,28.03,71,100,3.01,PG,1719631180
288,mirny,62.5353,113.9611,24.14,56,55,3.39,RU,1719631181
289,sitka,57.0531,-135.33,13.94,77,100,0.0,US,1719631183
290,vorkuta,67.5,64.0,5.03,80,100,4.39,RU,1719631052
291,antsiranana,-12.2787,49.2917,21.42,64,20,6.17,MG,1719631186
292,tipasa,36.5897,2.4475,22.6,68,1,1.86,DZ,1719631187
293,punta del este,-34.9667,-54.95,8.31,61,75,14.75,UY,1719631189
294,queenstown,-31.8976,26.8753,8.88,56,77,2.62,ZA,1719630911
295,mil'kovo,55.6078,37.7956,20.8,73,52,1.93,RU,1719631192
296,coahuayana de hidalgo,18.7,-103.6583,24.26,83,69,0.7,MX,1719631193
297,soufriere,13.8562,-61.0566,27.78,89,75,6.69,LC,1719631194
298,sinan,34.8262,126.1086,24.06,97,100,11.0,KR,1719631195
299,val-d'or,48.1002,-77.7828,17.05,59,100,1.54,CA,1719631197
300,nehe,48.4833,124.8333,19.41,94,100,3.39,CN,1719631198
301,udachny,66.4167,112.4,27.92,40,89,6.1,RU,1719631200
302,urumqi,43.801,87.6005,33.53,18,0,2.0,CN,1719631201
303,callao,-12.0667,-77.15,17.07,88,100,3.09,PE,1719630988
304,zinjibar,13.1287,45.3807,30.84,66,100,1.85,YE,1719631204
305,kudahuvadhoo,2.6708,72.8944,27.84,73,94,1.27,MV,1719631205
306,phang nga,8.4509,98.5298,32.02,64,89,1.54,TH,1719631206
307,gobabis,-22.45,18.9667,10.89,54,2,5.32,NA,1719631207
308,happy valley-goose bay,53.3168,-60.3315,8.17,76,20,4.12,CA,1719631209
309,changji,44.0167,87.3167,35.44,18,0,2.0,CN,1719631210
310,flying fish cove,-10.4217,105.6791,26.82,78,100,5.66,CX,1719631211
311,tindouf,27.6711,-8.1474,21.72,37,0,6.11,DZ,1719631213
312,san patricio,28.017,-97.5169,30.47,80,1,7.2,US,1719631214
313,kunshan,31.3776,120.9543,29.94,86,100,3.9,CN,1719631215
314,fort mcmurray,56.7268,-111.381,18.77,36,0,2.57,CA,1719631217
315,constantia,44.1833,28.65,20.39,61,0,5.04,RO,1719631218
316,am timan,11.0297,20.2827,23.72,78,100,0.59,TD,1719631220
317,ostersund,63.1792,14.6357,13.25,76,60,4.12,SE,1719631221
318,kerikeri,-35.2268,173.9474,14.6,71,88,1.6,NZ,1719631222
319,tadine,-21.55,167.8833,22.88,65,39,7.06,NC,1719631223
320,marquette,46.5333,-87.6335,17.1,98,100,2.24,US,1719631225
321,andergrove,-21.0833,149.1833,26.38,76,27,3.54,AU,1719631226
322,brisas de zicatela,15.8369,-97.0419,27.34,83,100,2.71,MX,1719631227
323,prainha,-1.8,-53.48,25.85,73,92,1.08,BR,1719631229
324,zhanga buqtyrma,49.6295,83.5248,25.01,73,0,0.74,KZ,1719631230
325,loch garman,52.3342,-6.4575,13.45,100,100,1.79,IE,1719631190
326,usogorsk,63.4106,48.6872,15.02,54,25,0.89,RU,1719631232
327,vorgashor,67.5833,63.95,4.73,80,100,4.61,RU,1719631234
328,san andres,12.5847,-81.7006,28.01,89,20,2.06,CO,1719631235
329,urazovo,50.0836,38.0395,16.58,86,73,1.55,RU,1719631237
330,greater sudbury,46.49,-80.99,15.59,82,100,3.67,CA,1719631210
331,mili,6.0815,171.735,28.35,78,100,5.01,MH,1719631239
332,ambato,-1.2491,-78.6168,11.36,77,83,0.74,EC,1719631010
333,igarka,67.4667,86.5833,8.61,60,100,6.42,RU,1719631241
334,segezha,63.7415,34.3222,15.57,65,46,3.93,RU,1719631243
335,ngara,-2.5122,30.6558,12.85,66,70,1.3,TZ,1719631244
336,tintafor,8.6267,-13.215,25.07,88,86,1.56,SL,1719631245
337,nikolayevsk-on-amure,53.1406,140.73,15.17,73,100,2.75,RU,1719631248
338,fairfield,41.2668,-73.3162,18.08,73,87,1.4,US,1719631175
339,yemetsk,63.4721,41.7941,14.81,60,4,2.58,RU,1719631250
340,timimoun,29.2639,0.231,34.21,9,0,2.57,DZ,1719631252
341,pimentel,-6.8367,-79.9342,18.16,88,20,8.23,PE,1719631253
342,utrik,11.2278,169.8474,28.03,81,99,7.22,MH,1719631254
343,tosontsengel,48.7567,98.2839,20.89,36,0,2.68,MN,1719631256
344,greymouth,-42.4667,171.2,12.13,77,12,1.73,NZ,1719631257
345,lata,40.1629,-8.3327,17.26,96,100,1.79,PT,1719631258
346,cidreira,-30.1811,-50.2056,12.01,71,37,6.32,BR,1719631260
347,san carlos,9.6612,-68.5827,22.78,96,15,1.48,VE,1719631261
348,luena,-11.7833,19.9167,8.8,62,0,2.05,AO,1719631264
349,antofagasta,-23.65,-70.4,13.6,76,99,0.83,CL,1719631265
350,lovech,43.1333,24.7167,20.54,68,6,2.26,BG,1719631266
351,youkounkoun,12.5333,-13.1333,25.42,85,65,2.27,GN,1719631268
352,manacapuru,-3.2997,-60.6206,25.52,85,29,1.03,BR,1719631269
353,klaksvik,62.2266,-6.589,8.51,82,95,4.87,FO,1719631270
354,poronaysk,49.2167,143.1167,20.53,71,69,4.47,RU,1719631273
355,polessk,54.862,21.1028,16.03,94,4,5.65,RU,1719631274
356,mims,28.6653,-80.8448,25.51,94,0,2.06,US,1719631276
357,thurso,58.5927,-3.5259,10.48,78,36,9.09,GB,1719631277
358,karakol,42.4907,78.3936,21.08,52,66,1.87,KG,1719631278
359,tobelo,1.7284,128.0095,27.86,80,65,2.36,ID,1719631280
360,chimoio,-19.1164,33.4833,10.64,88,5,1.53,MZ,1719631281
361,barrinha,-21.1936,-48.1639,20.27,53,95,1.68,BR,1719631282
362,semenivka,52.1783,32.5818,18.69,82,30,1.28,UA,1719631284
363,prince rupert,54.3161,-130.3201,13.05,91,100,2.57,CA,1719631285
364,namibe,-15.1961,12.1522,19.37,68,0,2.12,AO,1719631287
365,tiaret,35.371,1.317,16.69,63,0,1.54,DZ,1719631288
366,santa lucia,27.9117,-15.5407,16.35,66,20,9.26,ES,1719631289
367,makueni boma,-1.8041,37.6203,14.2,95,66,1.25,KE,1719631291
368,cururupu,-1.8283,-44.8683,22.16,99,56,0.71,BR,1719631292
369,port saint john's,-31.6229,29.5448,17.26,51,12,3.04,ZA,1719631295
370,akureyri,65.6835,-18.0878,6.96,87,100,5.14,IS,1719631296
371,tazovsky,67.4667,78.7,7.07,66,18,6.64,RU,1719631297
372,kununurra,-15.7667,128.7333,32.99,43,0,3.6,AU,1719631299
373,morristown,36.214,-83.2949,26.61,77,0,0.45,US,1719631126
374,antalaha,-14.9003,50.2788,20.0,76,57,3.38,MG,1719631301
375,tabas,33.5959,56.9244,35.12,20,30,1.03,IR,1719631303
376,george,-33.963,22.4617,21.75,33,0,6.69,ZA,1719631080
377,kurchum,48.5722,83.6542,25.87,52,0,2.67,KZ,1719631305
378,chonchi,-42.6128,-73.8092,5.07,93,100,0.61,CL,1719631307
379,argo,37.6333,22.7333,25.99,53,0,3.6,GR,1719631308
380,umreth,22.7,73.1167,27.87,72,100,6.18,IN,1719631309
381,palmer,42.1584,-72.3287,17.12,78,64,1.95,US,1719631311
382,la foa,-21.7108,165.8276,23.2,59,1,6.71,NC,1719631312
383,dwarka,22.2394,68.9678,29.65,82,97,6.4,IN,1719631313
384,ugoofaaru,5.6667,73.0,28.17,75,92,3.87,MV,1719631270
385,tagiura,32.8817,13.3506,25.65,68,0,5.44,LY,1719631316
386,prado,-17.3411,-39.2208,22.49,87,30,2.84,BR,1719631317
387,uren',57.4552,45.7852,15.13,75,2,2.1,RU,1719631318
388,mangrol,21.1167,70.1167,28.95,83,100,8.16,IN,1719631320
389,puerto el triunfo,13.2833,-88.55,25.35,89,100,1.02,SV,1719631321
390,holualoa,19.6228,-155.9522,25.91,86,75,6.69,US,1719631087
391,tucurui,-3.7661,-49.6725,23.36,89,98,1.34,BR,1719631325
392,ebon,4.582,168.6964,28.54,73,100,3.34,MH,1719631329
393,port augusta,-32.5,137.7667,12.32,76,100,5.62,AU,1719631180
394,saguenay,48.4168,-71.0657,16.46,59,100,2.06,CA,1719631331
395,oliver,49.1831,-119.5524,24.95,33,47,2.06,CA,1719631333
396,mount gambier,-37.8333,140.7667,11.18,65,100,4.59,AU,1719631334
397,horishni plavni,49.0097,33.6455,18.77,77,2,1.67,UA,1719631335
398,hithadhoo,-0.6,73.0833,28.16,67,92,2.73,MV,1719631337
399,duluth,46.7833,-92.1066,20.6,94,95,2.41,US,1719631166
400,tateyama,34.9833,139.8667,24.96,94,75,2.06,JP,1719631339
401,praia da vitoria,38.7333,-27.0667,21.14,88,40,3.18,PT,1719631341
402,tubarjal,30.4999,38.216,25.85,32,0,4.55,SA,1719631342
403,tarawa,1.419,172.984,31.05,70,75,4.12,KI,1719631343
404,rio de janeiro,-22.9028,-43.2075,24.98,73,82,2.57,BR,1719631204
405,karasburg,-28.0167,18.75,15.22,34,6,5.36,NA,1719631346
406,shimoda,34.6667,138.95,24.2,88,100,2.4,JP,1719631347
407,gusinoozyorsk,51.2833,106.5,23.25,44,37,3.41,RU,1719631348
408,quelimane,-17.8786,36.8883,17.53,96,33,1.93,MZ,1719631350
409,arkhangel'sk,64.5401,40.5433,18.06,55,0,2.0,RU,1719631351
410,kapuskasing,49.4169,-82.4331,13.05,88,100,4.12,CA,1719631103
411,mejit,10.2753,170.8646,28.02,83,100,7.65,MH,1719631353
412,midelt,32.6852,-4.7451,17.03,44,0,2.89,MA,1719631355
413,carmelo,-33.9892,-58.2856,6.66,62,4,6.08,UY,1719631356
414,lebork,54.5392,17.7501,15.51,99,5,2.84,PL,1719631357
415,broome,42.2506,-75.833,20.43,67,0,3.6,US,1719631359
416,moultrie,31.1799,-83.7891,26.57,100,100,2.06,US,1719631360
417,ghadamis,30.1337,9.5007,32.57,14,0,1.84,LY,1719631361
418,bataipora,-22.2953,-53.2711,20.78,48,33,2.0,BR,1719631363
419,salinopolis,-0.6136,-47.3561,25.72,87,88,4.32,BR,1719631364
420,obo,5.3998,26.4869,18.73,97,71,1.25,CF,1719631365
421,waterboro,43.5356,-70.7151,15.79,70,100,1.99,US,1719631367
422,nantucket,41.2835,-70.0995,16.66,76,0,0.0,US,1719631086
423,naolinco de victoria,19.65,-96.85,16.86,74,100,2.36,MX,1719631369
424,vanino,49.0869,140.2543,22.66,65,100,3.44,RU,1719631371
425,pyt-yakh,60.7499,72.8582,9.95,97,100,5.95,RU,1719631372
426,santyoku,37.4406,129.1708,25.17,62,65,2.26,KR,1719631373
427,deschutes river woods,43.9915,-121.3584,22.22,33,100,1.34,US,1719631374
428,hanceville,34.0607,-86.7675,28.62,79,77,2.33,US,1719631376
429,chibougamau,49.9168,-74.3659,14.79,67,100,3.6,CA,1719631377
430,cosala,24.4125,-106.6908,24.38,91,96,0.19,MX,1719631378
431,oxapampa,-10.5775,-75.4017,15.92,98,100,0.25,PE,1719631380
432,kapa'a,22.0752,-159.319,27.18,72,40,7.2,US,1719631381
433,lander,42.833,-108.7307,18.45,29,0,3.09,US,1719631382
434,ilha de mocambique,-15.0342,40.7358,22.31,85,73,6.38,MZ,1719631383
435,canyon,34.9803,-101.9188,31.96,31,6,4.7,US,1719631385
436,berdigestyakh,62.0989,126.6992,20.36,30,32,1.86,RU,1719631386
437,manokwari,-0.8667,134.0833,28.06,74,86,2.4,ID,1719631387
438,toliara,-23.35,43.6667,16.21,61,0,4.69,MG,1719631389
439,puerto san jose,13.9256,-90.8244,25.64,90,100,2.24,GT,1719631390
440,westport,41.1415,-73.3579,19.04,68,0,3.09,US,1719631269
441,kargil,34.5667,76.1,14.9,46,12,1.81,IN,1719631393
442,pierre,44.3683,-100.351,22.51,65,20,1.34,US,1719631394
443,kruisfontein,-34.0033,24.7314,18.27,41,8,4.88,ZA,1719631395
444,sao vicente,-23.9631,-46.3919,26.26,26,55,4.0,BR,1719631397
445,breves,-1.6822,-50.4803,23.4,93,52,1.25,BR,1719631399
446,newman,37.3138,-121.0208,33.34,48,0,3.43,US,1719631400
447,macapa,0.0389,-51.0664,24.99,94,0,1.03,BR,1719631401
448,craig,40.5153,-107.5464,16.79,72,95,2.33,US,1719631403
449,pangoa,-12.1167,-73.0,20.55,98,83,1.3,PE,1719631404
450,parabel',58.6978,81.4825,24.8,61,38,4.87,RU,1719631405
451,lorengau,-2.0226,147.2712,27.24,84,100,5.34,PG,1719631406
452,waspan,14.7419,-83.9717,24.34,95,100,2.23,NI,1719631408
453,hami,42.8,93.45,34.7,16,0,8.65,CN,1719631409
454,georgievka,49.3314,81.5761,28.13,45,11,3.42,KZ,1719631410
455,hede,33.7681,120.2517,26.84,86,100,6.07,CN,1719631412
456,mariental,-24.6333,17.9667,12.09,56,4,4.99,NA,1719631413
457,touros,-5.1989,-35.4608,23.34,87,51,4.03,BR,1719631414
458,terenozek,45.05,64.9833,24.19,36,0,2.08,KZ,1719631415
459,sabang,5.8933,95.3214,29.0,74,99,8.68,ID,1719631417
460,lyantor,61.6195,72.1555,9.38,87,100,9.81,RU,1719631418
461,ketchikan,55.3422,-131.6461,13.52,88,100,4.12,US,1719631420
462,kulhudhuffushi,6.6221,73.07,27.93,79,56,4.71,MV,1719631421
463,vernal,40.4555,-109.5287,26.84,27,0,3.6,US,1719631422
464,dien bien phu,21.3833,103.0167,27.71,86,96,1.59,VN,1719631424
465,west bay,19.3667,-81.4167,25.04,94,20,2.06,KY,1719631425
466,gypsum,39.6469,-106.9517,19.42,87,21,3.69,US,1719631426
467,francisco i. madero,29.7059,-107.8043,22.06,59,82,2.34,MX,1719631428
468,sumbawa besar,-8.5,117.4333,34.24,39,27,3.05,ID,1719631429
469,nar'yan-mar,67.6713,53.087,10.9,86,100,7.66,RU,1719631430
470,nova xavantina,-14.6667,-52.35,19.86,48,1,0.43,BR,1719631432
471,ajaccio,42.0,8.9167,19.03,78,0,3.6,FR,1719631282
472,oodweyne,9.4092,45.064,20.83,68,23,9.1,SO,1719631434
473,ormara,25.2088,64.6357,29.03,82,96,1.09,PK,1719631436
474,tanjung pandan,-2.75,107.65,30.15,67,80,3.13,ID,1719631437
475,la ronge,55.1001,-105.2842,16.12,33,0,1.54,CA,1719631439
476,bou hanifia el hamamat,35.3147,-0.0504,19.74,62,0,2.2,DZ,1719631440
477,porto novo,6.4965,2.6036,26.9,88,100,2.74,BJ,1719631442
478,lianjiang,21.6467,110.2817,31.94,65,90,4.04,CN,1719631443
479,sogndal,61.2283,7.1003,11.21,81,100,5.14,NO,1719631444
480,christchurch,-43.5333,172.6333,13.11,61,92,4.12,NZ,1719631446
481,rikaze,29.25,88.8833,14.17,56,100,0.86,CN,1719631448
482,northam,51.0333,-4.2167,11.45,89,97,3.25,GB,1719631450
483,pangody,65.85,74.4859,11.03,56,97,4.51,RU,1719631451
484,dabhol,17.6,73.1667,28.25,85,99,6.47,IN,1719631452
485,vilhena,-12.7406,-60.1458,21.46,48,0,0.54,BR,1719631454
486,ceeldheer,3.8488,47.1806,23.9,80,83,7.17,SO,1719631455
487,el calafate,-50.3408,-72.2768,-4.81,79,6,0.69,AR,1719631458
488,golfito,8.639,-83.166,22.11,94,92,0.25,CR,1719631459
489,lazaro cardenas,17.9583,-102.2,25.42,81,92,2.34,MX,1719631462
490,luganville,-15.5333,167.1667,26.04,73,62,4.97,VU,1719631464
491,tsiroanomandidy,-18.7667,46.0333,8.65,89,0,1.4,MG,1719631465
492,guardo,42.7897,-4.8482,12.36,96,99,2.4,ES,1719631467
493,ulladulla,-35.35,150.4667,17.75,43,100,5.57,AU,1719631468
494,griffith,41.5284,-87.4237,23.27,93,75,0.0,US,1719631469
495,petrov val,50.1434,45.2096,17.25,75,83,6.06,RU,1719631249
496,angra do heroismo,38.65,-27.2167,21.34,92,40,2.02,PT,1719631472
497,pagar alam,-4.0167,103.2667,24.04,82,99,0.85,ID,1719631473
498,la tuque,47.4334,-72.7824,18.14,55,100,3.09,CA,1719631474
499,alexandria,31.2156,29.9553,25.78,71,36,5.48,EG,1719631477
500,el granada,37.5027,-122.4694,22.47,76,20,8.23,US,1719631478
501,margate,51.3813,1.3862,12.95,86,32,2.32,GB,1719631479
502,selfoss,63.9331,-20.9971,7.25,75,1,3.23,IS,1719631481
503,maria la baja,9.9832,-75.3016,24.27,89,15,0.51,CO,1719631482
504,laojunmiao,39.8333,97.7333,19.41,40,100,7.29,CN,1719631483
505,okhotsk,59.3833,143.3,8.99,92,100,2.13,RU,1719631485
506,gereida,11.2811,25.1414,25.04,71,79,4.62,SD,1719631486
507,cabedelo,-6.9811,-34.8339,22.37,79,17,4.46,BR,1719631487
508,xam nua,20.4197,104.0439,27.9,60,100,3.32,LA,1719631489
509,zhezqazghan,47.7833,67.7667,20.32,34,0,3.0,KZ,1719631490
510,inarajan village,13.2736,144.7484,31.54,83,64,4.8,GU,1719631491
511,tapejara,-28.0681,-52.0139,9.19,97,100,3.0,BR,1719631493
512,ta`u,-14.2336,-169.5144,27.39,82,51,7.97,AS,1719631494
513,coquimbo,-29.9533,-71.3436,11.85,100,100,2.06,CL,1719631319
514,namsos,64.4662,11.4957,13.95,94,100,0.0,NO,1719631497
515,itoman,26.1247,127.6694,33.21,80,20,6.69,JP,1719631498
516,orsa,54.5153,30.4053,19.63,81,54,2.82,BY,1719631499
517,alenquer,-1.9417,-54.7383,24.99,75,69,1.61,BR,1719631500
518,laguna,38.421,-121.4238,32.64,33,0,4.12,US,1719631502
519,cochrane,51.1834,-114.4687,14.95,55,100,3.17,CA,1719631503
520,pariaman,-0.619,100.12,31.03,76,85,1.68,ID,1719631504
521,champerico,14.3,-91.9167,25.82,89,100,3.1,GT,1719631506
522,acarau,-2.8856,-40.12,24.38,87,90,4.65,BR,1719631507
523,fauske,67.2588,15.3918,18.86,78,59,2.99,NO,1719631508
524,qulsary,46.9531,54.0198,19.28,62,65,4.36,KZ,1719631509
525,xuddur,4.1213,43.8894,20.37,82,100,7.89,SO,1719631511
526,viedma,-40.8135,-62.9967,5.61,56,100,9.09,AR,1719631471
527,papao,-17.75,-149.55,27.82,81,15,12.18,PF,1719631513
528,pathein,16.7833,94.7333,30.09,73,100,5.37,MM,1719631514
529,alta,69.9689,23.2717,15.59,83,0,0.0,NO,1719631516
530,fisterra,42.9049,-9.2629,17.23,88,84,7.64,ES,1719631517
531,banff,51.1762,-115.5698,13.21,62,100,2.06,CA,1719631518
532,phan rang-thap cham,11.5667,108.9833,31.69,60,56,3.48,VN,1719631520
533,qamdo,31.1667,97.2333,8.95,66,99,1.39,CN,1719631521
534,luanda,-8.8368,13.2343,22.0,83,100,1.54,AO,1719631522
535,port douglas,-16.4833,145.4667,24.65,81,89,5.63,AU,1719631524
536,loiza,18.4313,-65.8802,28.59,87,35,4.14,PR,1719631525
537,kertih,4.5141,103.4483,30.01,74,20,2.06,MY,1719631526
538,cavite city,14.4825,120.9169,34.05,64,40,3.6,PH,1719631527
539,scone,56.4194,-3.4051,9.98,83,60,2.67,GB,1719631529
540,linxia chengguanzhen,35.6003,103.2064,23.52,38,96,1.05,CN,1719631530
541,vila do maio,15.1333,-23.2167,23.44,87,28,7.94,CV,1719631531
542,mahina,-17.5065,-149.489,27.87,65,20,3.09,PF,1719631533
543,qarauyl,48.9451,79.255,28.64,32,67,2.79,KZ,1719631534
544,kipushi,-11.7667,27.2333,9.74,85,0,2.33,CD,1719631535
545,keetmanshoop,-26.5833,18.1333,16.51,48,5,6.69,NA,1719631536
546,kalix,65.853,23.1565,14.78,84,48,2.01,SE,1719631538
547,porto seguro,-16.4497,-39.0647,22.29,94,20,2.06,BR,1719631539
548,paredon,16.0333,-93.8667,27.41,79,100,0.81,MX,1719631540
549,el hamma,33.8915,9.7963,24.62,75,4,3.01,TN,1719631545
550,fortuna,40.5982,-124.1573,14.43,88,0,4.63,US,1719631546
551,vila franca do campo,37.7167,-25.4333,20.23,99,3,1.73,PT,1719631547
552,al mayadin,35.0209,40.4535,28.65,33,0,5.26,SY,1719631549
553,kodarma,24.4667,85.6,34.21,48,52,2.91,IN,1719631550
554,mata-utu,-13.2816,-176.1745,28.32,77,58,5.95,WF,1719631551
555,arawa,-6.2132,155.5367,25.65,92,100,1.21,PG,1719631554
556,xilin hot,43.9667,116.0333,22.67,55,100,4.29,CN,1719631555
557,shingu,33.7333,135.9833,29.6,63,100,2.08,JP,1719631556
